0.578270 	 -0.632796 	 0.511008 
0.643717 	 -0.622239 	 0.484197 
0.573509 	 -0.614823 	 0.512202 
0.575751 	 -0.643805 	 0.493134 
0.567167 	 -0.648726 	 0.458319 
0.616329 	 -0.568364 	 0.531016 
0.648432 	 -0.635324 	 0.480986 
0.560612 	 -0.597710 	 0.521502 
0.604832 	 -0.697816 	 0.532113 
0.631224 	 -0.636130 	 0.473701 
0.579530 	 -0.611250 	 0.493648 
0.575317 	 -0.675096 	 0.509953 
0.557771 	 -0.670219 	 0.495847 
0.635649 	 -0.632742 	 0.524422 
0.581672 	 -0.645970 	 0.468914 
0.625263 	 -0.632343 	 0.547421 
0.658504 	 -0.600478 	 0.516005 
0.623302 	 -0.605724 	 0.525562 
0.592409 	 -0.618818 	 0.589221 
0.574925 	 -0.610229 	 0.524078 
0.548428 	 -0.622436 	 0.525078 
0.561702 	 -0.549907 	 0.466526 
0.566633 	 -0.629525 	 0.572023 
0.606614 	 -0.642590 	 0.514380 
0.553368 	 -0.617626 	 0.511671 
0.600641 	 -0.596667 	 0.495931 
0.541032 	 -0.633306 	 0.556817 
0.585571 	 -0.610082 	 0.524073 
0.599211 	 -0.614912 	 0.560696 
0.589220 	 -0.630825 	 0.492369 
0.576986 	 -0.588313 	 0.462754 
0.600352 	 -0.612793 	 0.525796 
0.630172 	 -0.654328 	 0.503261 
0.583874 	 -0.617034 	 0.493314 
0.593565 	 -0.636244 	 0.547420 
0.634604 	 -0.674925 	 0.509298 
0.554589 	 -0.689308 	 0.511524 
0.525290 	 -0.624773 	 0.545143 
0.577659 	 -0.626105 	 0.509908 
0.668130 	 -0.615005 	 0.511672 
0.579987 	 -0.630987 	 0.506024 
0.605434 	 -0.628472 	 0.543828 
0.570667 	 -0.632979 	 0.556804 
0.621600 	 -0.637402 	 0.548376 
0.582110 	 -0.623350 	 0.444530 
0.598654 	 -0.614958 	 0.523275 
0.636546 	 -0.650778 	 0.533090 
0.595113 	 -0.599867 	 0.532363 
0.630423 	 -0.653310 	 0.521980 
0.579088 	 -0.594393 	 0.451503 
0.590082 	 -0.613225 	 0.552009 
0.633587 	 -0.610256 	 0.544686 
