0.872348 	 -0.321262 	 0.469674
0.888191 	 -0.284413 	 0.431390
0.874047 	 -0.299790 	 0.430242
0.824501 	 -0.245683 	 0.428868
0.877557 	 -0.286863 	 0.443915
0.822689 	 -0.268200 	 0.429574
0.845949 	 -0.258874 	 0.471012
0.898128 	 -0.332317 	 0.460781
0.885489 	 -0.274489 	 0.419968
0.880288 	 -0.289665 	 0.430462
0.896815 	 -0.276287 	 0.415290
0.856896 	 -0.236962 	 0.439206
0.871960 	 -0.326636 	 0.417975
0.863722 	 -0.228664 	 0.385588
0.925443 	 -0.282157 	 0.451835
0.877191 	 -0.272930 	 0.403677
0.830718 	 -0.305381 	 0.426579
0.848579 	 -0.296893 	 0.450731
0.851478 	 -0.297430 	 0.391397
0.879593 	 -0.290540 	 0.487771
0.849282 	 -0.274189 	 0.365568
0.889029 	 -0.311117 	 0.506458
0.821492 	 -0.302127 	 0.475948
0.820695 	 -0.264087 	 0.415380
0.818405 	 -0.300896 	 0.436762
0.873630 	 -0.256821 	 0.389129
0.846299 	 -0.332290 	 0.399875
0.817764 	 -0.224342 	 0.409197
0.898168 	 -0.317228 	 0.418588
0.827922 	 -0.279145 	 0.400508
0.859439 	 -0.246105 	 0.440788
0.920652 	 -0.268446 	 0.431657
0.868015 	 -0.233279 	 0.430105
0.904729 	 -0.270038 	 0.459278
0.871745 	 -0.275591 	 0.500010
0.861300 	 -0.328052 	 0.434710
0.798745 	 -0.305921 	 0.425238
0.881996 	 -0.326191 	 0.434447
0.840005 	 -0.324053 	 0.499297
0.863159 	 -0.271109 	 0.450618
0.841860 	 -0.339975 	 0.426412
0.883513 	 -0.312644 	 0.485823
0.846750 	 -0.336708 	 0.372550
0.877033 	 -0.259126 	 0.405169
0.864166 	 -0.343464 	 0.446450
0.820385 	 -0.295348 	 0.438840
0.863628 	 -0.330430 	 0.372250
0.865719 	 -0.256564 	 0.418405
0.885595 	 -0.350993 	 0.450602
0.918223 	 -0.262675 	 0.376825
0.846429 	 -0.287638 	 0.356155
0.922447 	 -0.266221 	 0.392343
0.828572 	 -0.272914 	 0.398868
0.847067 	 -0.301793 	 0.420835
0.896473 	 -0.309147 	 0.424765
0.897182 	 -0.309060 	 0.422543
0.886641 	 -0.280376 	 0.419505
0.858570 	 -0.297893 	 0.470340
0.885327 	 -0.255840 	 0.393151
0.819849 	 -0.301824 	 0.432656
0.864725 	 -0.245431 	 0.397394
0.936356 	 -0.307740 	 0.435129
0.872482 	 -0.313452 	 0.404354
0.829461 	 -0.242464 	 0.455785
0.849709 	 -0.233800 	 0.482217
0.792352 	 -0.272153 	 0.412615
0.837382 	 -0.276401 	 0.478473
0.876406 	 -0.275490 	 0.458458
0.828662 	 -0.333940 	 0.426491
0.843813 	 -0.264063 	 0.457471
0.833826 	 -0.272610 	 0.440837
0.918325 	 -0.264998 	 0.436107
0.890322 	 -0.321070 	 0.426606
0.819134 	 -0.310242 	 0.441227
0.837157 	 -0.332885 	 0.412014
0.906081 	 -0.347208 	 0.436243
0.874038 	 -0.266675 	 0.352004
0.863918 	 -0.227202 	 0.433072
0.825181 	 -0.275552 	 0.427806
0.900187 	 -0.280997 	 0.467869
0.873078 	 -0.254570 	 0.447274
0.881415 	 -0.308162 	 0.448392
0.919682 	 -0.213772 	 0.421467
0.856123 	 -0.286604 	 0.469205
0.829722 	 -0.314520 	 0.396074
0.855835 	 -0.288756 	 0.418948
0.904209 	 -0.269197 	 0.432003
0.842968 	 -0.306545 	 0.399959
0.858842 	 -0.322993 	 0.437288
0.884215 	 -0.291997 	 0.415118
0.855719 	 -0.266939 	 0.440037
0.833215 	 -0.269613 	 0.471114
0.853808 	 -0.255251 	 0.422879
