0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00	
3.141057e-01	-3.746962e-01	7.023895e-01	5.172904e-01	
3.239671e-01	-3.827293e-01	7.160682e-01	4.856026e-01	
3.313876e-01	-3.851073e-01	7.258887e-01	4.636381e-01	
3.339656e-01	-3.857336e-01	7.290863e-01	4.561905e-01	
3.355320e-01	-3.880880e-01	7.306633e-01	4.504854e-01	
3.384661e-01	-3.864730e-01	7.315338e-01	4.482607e-01	
3.374814e-01	-3.869872e-01	7.297055e-01	4.515274e-01	
3.401886e-01	-3.864416e-01	7.331498e-01	4.443264e-01	
3.423484e-01	-3.867771e-01	7.346814e-01	4.398229e-01	
3.430169e-01	-3.873479e-01	7.344981e-01	4.391055e-01	
3.453583e-01	-3.869688e-01	7.356979e-01	4.355816e-01	
3.456234e-01	-3.869357e-01	7.360548e-01	4.347972e-01	
3.463378e-01	-3.876426e-01	7.374274e-01	4.312588e-01	
3.482055e-01	-3.869661e-01	7.373614e-01	4.304746e-01	
3.485583e-01	-3.874825e-01	7.372914e-01	4.298439e-01	
3.504918e-01	-3.865500e-01	7.384506e-01	4.271127e-01	
3.511957e-01	-3.863271e-01	7.383983e-01	4.268265e-01	
3.517692e-01	-3.858100e-01	7.390490e-01	4.256943e-01	
3.541884e-01	-3.846423e-01	7.406872e-01	4.218806e-01	
3.545067e-01	-3.841500e-01	7.411590e-01	4.212329e-01	
3.561277e-01	-3.836910e-01	7.424496e-01	4.179986e-01	
3.560360e-01	-3.834985e-01	7.422312e-01	4.186408e-01	
3.558921e-01	-3.828790e-01	7.431579e-01	4.176851e-01	
3.564287e-01	-3.828165e-01	7.433590e-01	4.169263e-01	
3.568291e-01	-3.828943e-01	7.439744e-01	4.154119e-01	
3.578396e-01	-3.826678e-01	7.440801e-01	4.145612e-01	
3.587248e-01	-3.824419e-01	7.452128e-01	4.119618e-01	
3.594586e-01	-3.822177e-01	7.451760e-01	4.115967e-01	
3.607325e-01	-3.817585e-01	7.460429e-01	4.093318e-01	
3.609122e-01	-3.821902e-01	7.461434e-01	4.085866e-01	
3.606298e-01	-3.821442e-01	7.458089e-01	4.094888e-01	
3.614180e-01	-3.818299e-01	7.459861e-01	4.087636e-01	
3.613697e-01	-3.818999e-01	7.454582e-01	4.097029e-01	
3.616296e-01	-3.816635e-01	7.455584e-01	4.095115e-01	
3.612838e-01	-3.814243e-01	7.457011e-01	4.097796e-01	
3.609655e-01	-3.821683e-01	7.455949e-01	4.095602e-01	
3.602999e-01	-3.826850e-01	7.457133e-01	4.094482e-01	
3.607835e-01	-3.823652e-01	7.465095e-01	4.078673e-01	
3.598345e-01	-3.827255e-01	7.464150e-01	4.085400e-01	
3.598846e-01	-3.824322e-01	7.460530e-01	4.094309e-01	
3.599905e-01	-3.826557e-01	7.462548e-01	4.087606e-01	
3.601696e-01	-3.823602e-01	7.465620e-01	4.083182e-01	
3.608494e-01	-3.823524e-01	7.471983e-01	4.065576e-01	
3.616649e-01	-3.821072e-01	7.472754e-01	4.059212e-01	
3.611409e-01	-3.827761e-01	7.470534e-01	4.061661e-01	
3.613649e-01	-3.827070e-01	7.471280e-01	4.058946e-01	
3.619747e-01	-3.827764e-01	7.473001e-01	4.049681e-01	
